dataset,horizon,method,seed,w2,n_tier0,n_tier1,n_tier2,n_tier3,n_total,f1_deploy,AR_available,IUS_deploy
UCI-Math,0,NSGA-II-MOFS,0,0.3000,0,6,1,0,7,65.2514,0.9000,58.7263
UCI-Math,0,NSGA-II-MOFS,0,0.5000,0,6,1,0,7,65.2514,0.9286,60.5906
UCI-Math,0,NSGA-II-MOFS,0,0.6000,0,6,1,0,7,65.2514,0.9429,61.5228
UCI-Math,0,NSGA-II-MOFS,0,0.7000,0,6,1,0,7,65.2514,0.9571,62.4550
UCI-Math,0,NSGA-II-MOFS,0,0.8000,0,6,1,0,7,65.2514,0.9714,63.3871
UCI-Math,0,NSGA-II-MOFS,0,0.9000,0,6,1,0,7,65.2514,0.9857,64.3193
UCI-Math,0,NSGA-II-MOFS,0,1.0000,0,6,1,0,7,65.2514,1.0000,65.2514
UCI-Math,0,StabilitySelection,0,0.3000,2,2,1,0,5,61.0427,0.4600,28.0796
UCI-Math,0,StabilitySelection,0,0.5000,2,2,1,0,5,61.0427,0.5000,30.5213
UCI-Math,0,StabilitySelection,0,0.6000,2,2,1,0,5,61.0427,0.5200,31.7422
UCI-Math,0,StabilitySelection,0,0.7000,2,2,1,0,5,61.0427,0.5400,32.9631
UCI-Math,0,StabilitySelection,0,0.8000,2,2,1,0,5,61.0427,0.5600,34.1839
UCI-Math,0,StabilitySelection,0,0.9000,2,2,1,0,5,61.0427,0.5800,35.4048
UCI-Math,0,StabilitySelection,0,1.0000,2,2,1,0,5,61.0427,0.6000,36.6256
UCI-Math,0,Boruta,0,0.3000,1,0,1,0,2,63.1948,0.1500,9.4792
UCI-Math,0,Boruta,0,0.5000,1,0,1,0,2,63.1948,0.2500,15.7987
UCI-Math,0,Boruta,0,0.6000,1,0,1,0,2,63.1948,0.3000,18.9584
UCI-Math,0,Boruta,0,0.7000,1,0,1,0,2,63.1948,0.3500,22.1182
UCI-Math,0,Boruta,0,0.8000,1,0,1,0,2,63.1948,0.4000,25.2779
UCI-Math,0,Boruta,0,0.9000,1,0,1,0,2,63.1948,0.4500,28.4377
UCI-Math,0,Boruta,0,1.0000,1,0,1,0,2,63.1948,0.5000,31.5974
